Metro,Quarter,Employment,Emp_Change,Skilled labor per 100 jobs,Skilled color,College degrees per 100 people,Degree color,Size
"Atlanta, GA",20141,1763294.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20142,1578411.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20143,1807452.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20144,1290903.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20151,2074393.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20152,1688167.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20153,1814836.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20154,2051020.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20161,1982465.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20162,2130539.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20163,1937019.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20164,1978477.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20171,2052223.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20172,2085058.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20173,2040927.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20174,2083148.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20181,2156911.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20182,2129826.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20183,2253544.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20184,2094388.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20191,2352146.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20192,2252273.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20193,2246585.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20194,2415737.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Atlanta, GA",20201,2239088.0,0.27,38.7,green,66.2,red,Large metro (pop. >1M)
"Austin, TX",20141,604578.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20142,551928.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20143,555007.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20144,676748.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20151,680588.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20152,699011.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20153,702650.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20154,715402.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20161,708323.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20162,720792.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20163,640298.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20164,648056.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20171,673445.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20172,716497.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20173,688538.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20174,699979.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20181,695886.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20182,709522.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20183,709567.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20184,723297.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20191,720221.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20192,733281.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20193,772491.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20194,750719.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Austin, TX",20201,740507.0,0.225,39.5,green,67.0,red,Large metro (pop. >1M)
"Baltimore, MD",20141,867928.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20142,892668.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20143,890307.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20144,901607.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20151,974518.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20152,1082033.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20153,1004921.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20154,1020458.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20161,893223.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20162,974564.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20163,975088.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20164,926228.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20171,1027527.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20172,934069.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20173,935270.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20174,880876.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20181,917767.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20182,1130850.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20183,1121935.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20184,937156.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20191,1107478.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20192,1023337.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20193,1074220.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20194,1026532.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Baltimore, MD",20201,1051205.0,0.211,40.1,green,69.19999999999999,green,Large metro (pop. >1M)
"Birmingham, AL",20141,311003.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20142,348595.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20143,324344.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20144,310576.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20151,334376.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20152,332855.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20153,331947.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20154,348026.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20161,281814.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20162,282761.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20163,283643.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20164,286879.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20171,282693.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20172,284376.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20173,285682.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20174,289405.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20181,304299.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20182,295835.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20183,288387.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20184,322487.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20191,310684.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20192,312615.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20193,282376.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20194,213289.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Birmingham, AL",20201,279612.0,-0.101,34.6,red,68.4,green,Large metro (pop. >1M)
"Buffalo, NY",20141,432111.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20142,449135.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20143,448608.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20144,450909.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20151,435955.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20152,454140.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20153,452884.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20154,456185.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20161,376106.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20162,417371.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20163,456567.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20164,414385.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20171,443189.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20172,457722.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20173,457937.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20174,459222.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20181,447176.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20182,461391.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20183,460822.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20184,459951.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20191,450972.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20192,462467.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20193,459708.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20194,459265.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Buffalo, NY",20201,427295.0,-0.011,33.7,red,70.5,green,Large metro (pop. >1M)
"Charlotte, NC",20141,621610.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20142,757943.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20143,653561.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20144,548935.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20151,614535.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20152,638336.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20153,636183.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20154,649781.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20161,643331.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20162,830988.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20163,704263.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20164,451344.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20171,709246.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20172,746910.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20173,658357.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20174,643471.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20181,706527.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20182,723131.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20183,715847.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20184,658806.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20191,719348.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20192,800868.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20193,843948.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20194,783150.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Charlotte, NC",20201,741688.0,0.193,36.4,green,67.5,red,Large metro (pop. >1M)
"Chicago, IL",20141,3067206.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20142,2750141.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20143,2079709.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20144,1899884.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20151,2036184.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20152,2124935.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20153,2121343.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20154,2143446.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20161,2760482.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20162,2812910.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20163,2109857.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20164,2143964.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20171,2086356.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20172,2138591.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20173,2127446.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20174,2874039.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20181,2821190.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20182,3311084.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20183,3306770.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20184,2890475.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20191,3251794.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20192,3331255.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20193,3314380.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Chicago, IL",20194,2911186.0,,38.9,green,67.80000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20141,737655.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20142,801269.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20143,770078.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20144,796787.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20151,767308.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20152,756377.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20153,855612.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20154,625964.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20161,771729.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20162,703449.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20163,757301.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20164,714015.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20171,795725.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20172,744912.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20173,838438.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20174,768563.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20181,804930.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20182,777162.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20183,835995.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20184,732597.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20191,825045.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20192,864523.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20193,870995.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20194,932892.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cincinnati, OH",20201,932958.0,0.265,35.8,red,67.10000000000001,red,Large metro (pop. >1M)
"Cleveland, OH",20141,840147.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20142,870741.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20143,861993.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20144,871559.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20151,847621.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20152,864777.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20153,867616.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20154,861673.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20161,856680.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20162,880368.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20163,874985.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20164,846148.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20171,829348.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20172,859064.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20173,848396.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20174,852881.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20181,839880.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20182,866248.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20183,859462.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20184,857382.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20191,843337.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20192,869952.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20193,858436.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20194,859135.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Cleveland, OH",20201,835907.0,-0.005,36.8,green,70.1,green,Large metro (pop. >1M)
"Columbus, OH",20141,648777.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20142,657692.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20143,654286.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20144,605164.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20151,649735.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20152,641362.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20153,750968.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20154,713210.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20161,667528.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20162,766566.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20163,767528.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20164,693096.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20171,791856.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20172,830148.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20173,823907.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20174,837534.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20181,811768.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20182,796458.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20183,792072.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20184,801164.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20191,671037.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20192,736368.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20193,733296.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20194,815251.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Columbus, OH",20201,830652.0,0.28,37.7,green,67.10000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20141,1556950.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20142,2215817.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20143,2220623.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20144,2034593.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20151,2233837.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20152,2295047.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20153,2300519.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20154,2426106.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20161,2305272.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20162,2047195.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20163,2370766.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20164,2066580.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20171,2352596.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20172,2402231.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20173,2083051.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20174,2124622.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20181,2415557.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20182,2163321.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20183,1772906.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20184,1533302.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20191,2182455.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20192,2558677.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20193,1827638.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20194,1607266.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Dallas, TX",20201,2526666.0,0.623,35.8,red,64.60000000000001,red,Large metro (pop. >1M)
"Denver, CO",20141,794855.0,0.009,42.8,green,69.1,green,Large metro (pop. >1M)
"Denver, CO",20142,478045.0,0.009,42.8,green,69.1,green,Large metro (pop. >1M)
"Denver, CO",20143,688612.0,0.009,42.8,green,69.1,green,Large metro (pop. >1M)
"Denver, CO",20144,834834.0,0.009,42.8,green,69.1,green,Large metro (pop. >1M)
"Denver, CO",20151,869588.0,0.009,42.8,green,69.1,green,Large metro (pop. >1M)
"Denver, CO",20152,970146.0,0.009,42.8,green,69.1,green,Large metro (pop. >1M)
"Denver, CO",20153,891672.0,0.009,42.8,green,69.1,green,Large metro (pop. >1M)
"Denver, CO",20154,635884.0,0.009,42.8,green,69.1,green,Large metro (pop. >1M)
"Denver, CO",20161,957729.0,0.009,42.8,green,69.1,green,Large metro (pop. >1M)
"Denver, CO",20162,847874.0,0.009,42.8,green,69.1,green,Large metro (pop. >1M)
"Denver, CO",20163,989178.0,0.009,42.8,green,69.1,green,Large metro (pop. >1M)
"Denver, CO",20164,898475.0,0.009,42.8,green,69.1,green,Large metro (pop. >1M)
